,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
2918,5008,Riyadh,Peugeot,Automatic,Saudi,Semi Full,2018,1.6,34000,False,85000
2920,Tiguan,Riyadh,Volkswagen,Automatic,Saudi,Full,2019,2.0,60000,False,114000
2923,Hilux,Jubail,Toyota,Automatic,Saudi,Full,2018,2.7,218000,False,78000
2925,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,52000,False,51000
2926,Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,3.8,168000,False,109500
2928,H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,179000,False,45000
2929,Yukon,Dammam,GMC,Automatic,Other,Full,2016,4.5,158000,False,152000
2930,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.0,119000,False,33000
2933,Fusion,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2016,2.5,81000,False,46000
2934,X,Jeddah,BMW,Automatic,Saudi,Full,2009,3.0,180000,False,35000
2935,Rav4,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.5,162000,False,60000
2936,ES,Al-Ahsa,Lexus,Automatic,Other,Full,2017,3.5,101000,False,119000
2937,Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.6,81000,False,38000
2938,Rio,Dammam,Kia,Automatic,Saudi,Standard,2014,1.4,78000,False,24000
2939,Camry,Al-Namas,Toyota,Automatic,Saudi,Full,2021,2.5,555,False,119000
2943,Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019,3.6,85000,False,73000
2944,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,91000,False,32000
2946,Silverado,Abha,Chevrolet,Automatic,Saudi,Standard,2018,4.3,70000,False,77000
2947,Tahoe,Jazan,Chevrolet,Automatic,Other,Semi Full,2007,5.3,228400,False,39000
2948,Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2011,2.7,325,False,32000
2949,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,90000,False,57000
2950,Golf,Riyadh,Volkswagen,Automatic,Gulf Arabic,Full,2016,2.0,111000,False,65000
2953,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,85000,False,75000
2955,Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,122000,False,69000
2956,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Full,2014,5.7,205000,False,70000
2962,6,Riyadh,Mazda,Automatic,Saudi,Standard,2018,2.5,68263,False,66500
2965,Senta fe,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,212000,False,57000
2966,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.6,248000,False,135000
2969,IS,Riyadh,Lexus,Automatic,Saudi,Semi Full,2018,3.5,131,False,166000
2970,Flex,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,2.5,110000,False,67000
2972,Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2013,2.4,250920,False,55000
2974,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2013,2.6,280,False,25000
2975,CS95,Jeddah,Changan,Automatic,Saudi,Full,2019,2.0,47000,False,77000
2976,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,128000,False,93500
2977,Sierra,Dammam,GMC,Automatic,Gulf Arabic,Semi Full,2006,5.3,283000,False,29000
2982,Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015,5.3,193000,False,118000
2985,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2012,5.3,250385,False,47500
2988,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,137000,False,29000
2990,Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2010,4.6,200000,False,22000
2991,Sonata,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2007,2.4,255559,False,15000
2995,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93788,False,29000
3000,Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,32000,False,97000
3002,Pajero,Al-Ahsa,Mitsubishi,Automatic,Saudi,Semi Full,2015,3.5,99000,False,55000
3003,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,235000,False,50000
3005,S5,Dammam,Audi,Automatic,Saudi,Full,2018,3.0,79800,False,160000
3007,Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,158000,False,23000
3008,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.5,133000,False,29000
3009,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,2.4,20000,False,126000
3010,FJ,Aseer,Toyota,Automatic,Saudi,Full,2017,7.5,138000,False,118000
3012,Yukon,Dammam,GMC,Automatic,Other,Full,2016,5.3,213000,False,146000
3014,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,78000,False,40000
3015,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2020,2.5,22000,False,77000
3023,Sierra,Najran,GMC,Automatic,Other,Full,2014,5.3,235,False,72000
3024,Optima,Al-Medina,Kia,Automatic,Gulf Arabic,Full,2014,2.4,200,False,45000
3025,Sentra,Al-Ahsa,Nissan,Automatic,Gulf Arabic,Standard,2018,1.6,97000,False,39000
3028,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,39750,False,40000
3030,F150,Qassim,Ford,Automatic,Gulf Arabic,Semi Full,2016,5.0,115000,False,93000
3032,Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,2004,5.3,135000,False,18500
3033,Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2015,4.0,92000,False,165000
3034,Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.0,44000,False,61000
3035,ES,Al-Baha,Lexus,Automatic,Saudi,Standard,2009,3.6,300000,False,43000
3037,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,31000,False,35000
3038,Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,109885,False,57000
3040,S,Al-Medina,Mercedes,Automatic,Saudi,Full,2011,3.0,189,False,100000
3042,Hilux,Jazan,Toyota,Manual,Saudi,Full,2015,2.7,234000,False,56000
3043,Sorento,Riyadh,Kia,Automatic,Saudi,Full,2015,3.5,116731,False,52000
3045,Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,39000,False,52000
3046,Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2013,3.5,127000,False,38000
3047,Rav4,Riyadh,Toyota,Automatic,Saudi,Full,2016,2.0,216000,False,60000
3051,Datsun,Aseer,Nissan,Manual,Saudi,Full,2015,2.4,28000,False,48000
3054,Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,2009,6.2,219000,False,50000
3055,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,69000,False,34000
3056,Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013,2.7,350000,False,50000
3057,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,90084,False,50000
3059,6,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,50000,False,90000
3061,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012,5.3,297000,False,52000
3063,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Semi Full,2015,3.0,125000,False,165000
3064,C,Jeddah,Mercedes,Automatic,Saudi,Full,2014,1.8,148925,False,79500
3065,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,102113,False,39500
3067,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.5,130000,False,56000
3070,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,313000,False,35000
3073,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,103966,False,43500
3074,Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,73000,False,61000
3075,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,193000,False,45000
3076,Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2018,2.0,245000,False,41000
3078,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,80000,False,69000
3088,X,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,4.4,130341,False,161500
3091,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,91959,False,48500
3092,Ciocca,Najran,Toyota,Automatic,Saudi,Semi Full,2016,5.7,117000,False,140000
3094,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,124628,False,75000
3095,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Semi Full,2017,3.5,159000,False,55000
3099,Hilux,Jeddah,Toyota,Manual,Saudi,Standard,2016,2.7,155000,False,75000
3100,Daily,Riyadh,Iveco,Manual,Saudi,Standard,2018,3.0,116000,False,92000
3101,Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,2.5,176000,False,49000
3103,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,136517,False,107000
3104,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,206000,False,90000
3109,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,135000,False,58000
3110,Terrain,Jeddah,GMC,Automatic,Saudi,Semi Full,2013,2.4,90000,False,35000
3117,Nitro,Riyadh,Dodge,Automatic,Saudi,Full,2011,3.7,230000,False,17000
3118,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,70000,False,39000
3120,LS,Taef,Lexus,Automatic,Saudi,Full,2012,1.8,150000,False,95000
3121,Innova,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.7,190000,False,65000
3122,CX9,Jeddah,Mazda,Automatic,Saudi,Full,2015,2.5,115000,False,82000
3123,Pilot,Jeddah,Honda,Automatic,Saudi,Semi Full,2016,1.6,103000,False,85000
3124,ES,Jazan,Lexus,Automatic,Saudi,Standard,2021,2.5,13500,False,172500
3127,LX,Abha,Lexus,Automatic,Saudi,Full,2014,5.7,342,False,150000
3132,Innova,Jeddah,Toyota,Automatic,Saudi,Full,2017,2.7,130000,False,67000
3133,Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2011,8.0,320000,False,50000
3134,Yukon,Al-Ahsa,GMC,Automatic,Saudi,Full,2014,6.2,36000,False,95000
3136,Odyssey,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,87000,False,65000
3138,Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249539,False,77500
3141,Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,2014,5.6,200000,False,105000
3146,RX,Jeddah,Lexus,Automatic,Saudi,Full,2015,3.5,49000,False,123000
3147,RX,Riyadh,Lexus,Automatic,Saudi,Full,2016,3.5,104000,False,148000
3148,Wrangler,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2017,3.6,42000,False,110000
3149,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,78000,False,62000
3150,Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,4.0,97000,False,119000
3152,Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,95000,False,41000
3155,XJ,Jeddah,Jaguar,Automatic,Saudi,Full,2015,3.0,57000,False,180000
3158,Accord,Al-Ahsa,Honda,Automatic,Saudi,Full,2016,3.5,183000,False,67000
3159,CS75,Riyadh,Changan,Automatic,Saudi,Full,2019,1.8,83425,False,51500
3160,Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2020,2.5,4443,False,84500
3162,Senta fe,Aseer,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,255000,False,51000
3163,3,Dammam,Mazda,Automatic,Gulf Arabic,Standard,2016,1.6,165000,False,45000
3164,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,127000,False,93000
3165,Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015,2.7,195000,False,52000
3166,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.8,165061,False,85500
3167,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103000,False,31000
3169,Explorer,Al-Medina,Ford,Automatic,Saudi,Standard,2010,6.0,244,False,17500
3172,Mohave,Al-Ahsa,Kia,Automatic,Saudi,Full,2014,3.8,200350,False,40000
3174,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,124004,False,65000
3179,Azera,Dammam,Hyundai,Automatic,Saudi,Full,2015,3.0,272783,False,36000
3180,X,Riyadh,BMW,Automatic,Saudi,Full,2015,3.0,98000,False,150000
3181,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,109000,False,72000
3187,Avalon,Khobar,Toyota,Automatic,Saudi,Standard,2019,3.5,47000,False,116000
3189,Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,112000,False,81000
3190,Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,17000,False,173000
3191,The 7,Abha,BMW,Automatic,Saudi,Full,2003,2.0,106000,False,34000
3192,Passat,Jeddah,Volkswagen,Automatic,Saudi,Semi Full,2012,2.5,216000,False,22000
3194,Camaro,Dammam,Chevrolet,Automatic,Other,Full,2018,3.6,118000,False,119000
3195,Rav4,Dammam,Toyota,Automatic,Saudi,Standard,2012,2.5,234000,False,30000
3197,Cerato,Jazan,Kia,Automatic,Saudi,Semi Full,2015,1.6,190000,False,33000
3198,KICKS,Riyadh,Nissan,Automatic,Saudi,Semi Full,2020,1.6,200,False,66000
3199,S,Dammam,Mercedes,Automatic,Other,Semi Full,2007,3.0,200000,False,75000
3204,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,200000,False,55000
3206,Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2021,2.4,4000,False,158500
3209,Furniture,Al-Ahsa,Toyota,Automatic,Missing,Semi Full,2017,2.7,70000,False,75000
3211,Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,72000,False,65000
3213,Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2010,5.0,188000,False,62000
3214,Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,3.5,114000,False,65000
3215,Cruze,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,1.8,135020,False,24000
3216,Corolla,Tabouk,Toyota,Automatic,Saudi,Full,2015,1.6,90000,False,45000
3217,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2019,2.4,5400,False,78000
3218,Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.5,33000,False,164000
3219,Malibu,Qassim,Chevrolet,Automatic,Saudi,Standard,2018,2.0,135000,False,46500
3221,Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2018,1.5,99000,False,26000
3223,C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2016,2.0,129000,False,134000
3224,Sportage,Riyadh,Kia,Automatic,Saudi,Standard,2019,1.6,69358,False,60500
3225,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,120000,False,30000
3226,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2020,5.7,99000,False,145000
3228,Yukon,Dammam,GMC,Automatic,Saudi,Full,2014,5.3,327000,False,77000
3230,Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2016,1.6,55000,False,48000
3232,Mini Van,Riyadh,Foton,Manual,Gulf Arabic,Standard,2017,2.7,145000,False,39500
3233,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,150000,False,52000
3234,Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.0,120000,False,62000
3239,Escalade,Riyadh,Cadillac,Automatic,Other,Semi Full,2007,8.0,166000,False,48000
3243,Avalon,Aseer,Toyota,Automatic,Saudi,Full,2012,3.5,225000,False,75000
3244,Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2012,8.0,228000,False,112000
3245,Sorento,Jubail,Kia,Automatic,Saudi,Full,2015,3.8,167160,False,43000
3247,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,178000,False,60000
3248,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,200000,False,39000
3249,300,Al-Ahsa,Chrysler,Automatic,Other,Full,2014,5.7,188000,False,57000
3250,GL,Dammam,Mercedes,Automatic,Saudi,Full,2014,4.6,139000,False,135000
3252,Mustang,Makkah,Ford,Automatic,Saudi,Full,2007,4.6,195,False,27000
3255,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,61000,False,73000
3256,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,22000,False,85000
3257,VTC,Al-Ahsa,Nissan,Manual,Saudi,Standard,2015,4.8,340000,False,49000
3261,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,103000,False,83000
3263,FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,4.0,110000,False,115000
3265,Grand Cherokee,Al-Ahsa,Jeep,Automatic,Other,Full,2011,5.7,266000,False,36000
3266,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,15000,False,105000
3269,Senta fe,Khobar,Hyundai,Automatic,Saudi,Full,2015,3.3,246000,False,60000
3270,Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2011,4.6,434,False,85000
3271,IS,Dammam,Lexus,Automatic,Other,Full,2015,3.5,132000,False,106000
3272,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,1.6,144000,False,45000
3273,Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2015,4.7,137000,False,150000
3277,Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,4000,False,48000
3278,Grand Cherokee,Abha,Jeep,Automatic,Saudi,Standard,2014,5.7,233000,False,50000
3281,Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,89000,False,29000
3283,Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,2.7,179600,False,51000
3284,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,97173,False,64000
3289,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2007,5.3,359000,False,38000
3290,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,3.7,217162,False,68500
3291,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,3.5,40000,False,120000
3296,Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019,1.5,8200,False,107000
3297,Camry,Qassim,Toyota,Automatic,Saudi,Full,2017,2.5,253641,False,62000
3300,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,70676,False,59500
3302,GS,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2019,3.5,62000,False,170000
3304,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,167000,False,80000
3308,Innova,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,2.0,99000,False,64000
3311,S300,Jeddah,Chrysler,Automatic,Other,Semi Full,2015,3.6,106000,False,75000
3312,RX8,Aseer,MG,Automatic,Saudi,Full,2021,2.0,4000,False,105000
3313,Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2006,2.4,240000,False,20000
3314,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2010,5.3,250000,False,55000
3317,Cadenza,Riyadh,Kia,Automatic,Saudi,Semi Full,2021,3.5,32031,False,111500
3318,Echo Sport,Riyadh,Ford,Automatic,Saudi,Standard,2016,1.5,217000,False,25000
3320,Datsun,Makkah,Nissan,Manual,Saudi,Standard,2015,1.9,142000,False,39000
3321,Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,280,False,33000
3322,Mustang,Dammam,Ford,Automatic,Other,Full,2016,2.3,84000,False,97000
3323,Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,50000,False,85000
3326,Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018,3.6,110519,False,58500
3328,Land Cruiser 70,Aseer,Toyota,Manual,Saudi,Full,2019,4.0,26000,False,130000
3329,3,Riyadh,MG,Manual,Saudi,Standard,2013,1.3,41000,False,15000
3330,Grand Cherokee,Jubail,Jeep,Automatic,Saudi,Semi Full,2014,5.7,175000,False,70000
3337,Gran Max,Riyadh,Daihatsu,Manual,Saudi,Standard,2014,1.5,254000,False,25000
3340,Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2014,2.7,127000,False,57000
3341,Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2010,2.4,255,False,33500
3344,Land Cruiser 70,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2016,4.0,177000,False,90000
3345,Camry,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016,2.5,300000,False,50000
3346,Yukon,Makkah,GMC,Automatic,Saudi,Full,2007,4.7,300000,False,35000
3348,Pegas,Riyadh,Kia,Automatic,Saudi,Standard,2020,1.4,5300,False,37500
3349,FJ,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.0,190000,False,98000
3350,Cayenne,Khobar,Porsche,Automatic,Saudi,Standard,2016,3.6,121,False,160000
3352,Camry,Makkah,Toyota,Manual,Saudi,Full,2008,2.4,360000,False,19000
3353,Cores,Jeddah,Kia,Automatic,Saudi,Full,2014,3.5,81000,False,78000
3354,Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2015,2.7,300000,False,75000
3356,Traverse,Jeddah,Chevrolet,Automatic,Saudi,Standard,2010,3.6,219,False,22000
3359,Grand Vitara,Riyadh,Suzuki,Manual,Saudi,Semi Full,2013,2.0,16000,False,35000
3360,FX,Jeddah,INFINITI,Automatic,Gulf Arabic,Full,2012,5.3,235000,False,59500
3361,Attrage,Jazan,Mitsubishi,Automatic,Saudi,Semi Full,2021,1.2,3000,False,35000
3363,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,2.1,215000,False,25500
3364,Patrol,Tabouk,Nissan,Manual,Gulf Arabic,Standard,2013,4.0,200,False,80000
3366,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,102000,False,27500
3367,Charger,Makkah,Dodge,Automatic,Gulf Arabic,Standard,2021,3.5,1700,False,110000
3368,Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.6,64000,False,36500
3369,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,False,36500
3373,A8,Riyadh,Audi,Automatic,Other,Full,2015,3.0,9400,False,110000
3374,Yaris,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,1.5,155000,False,32000
3375,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,157000,False,50000
3376,L300,Riyadh,Mitsubishi,Manual,Saudi,Standard,2014,2.0,120000,False,23000
3377,Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2009,5.0,214000,False,85000
3379,H1,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,131000,False,42000
3380,Patrol,Dammam,Nissan,Manual,Saudi,Standard,2006,4.0,106000,False,37000
3383,Aveo,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.5,118000,False,20000
3386,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,190144,False,54000
3388,CLS,Jeddah,Mercedes,Automatic,Saudi,Full,2014,3.5,88000,False,110000
3389,A6,Al-Medina,Audi,Automatic,Saudi,Semi Full,2018,3.0,92000,False,88000
3390,Carnival,Dammam,Kia,Automatic,Saudi,Semi Full,2016,3.3,243000,False,46000
3393,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,69000,False,35000
3394,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,27000,False,104500
3395,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.7,140000,False,110000
3400,D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,39000,False,72000
3401,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.5,62000,False,35000
3402,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,93239,False,40500
3405,Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2015,3.6,54300,False,63000
3406,Explorer,Riyadh,Ford,Automatic,Other,Full,2013,3.5,111251,False,74000
3407,Hilux,Al-Namas,Toyota,Manual,Saudi,Full,2013,2.7,186,False,70000
3408,Carnival,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2017,3.8,77000,False,58000
3410,Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2014,5.4,204000,False,45000
3413,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,5.6,228000,False,130000
3414,Pathfinder,Jeddah,Nissan,Automatic,Saudi,Standard,2014,3.5,24000,False,50000
3415,Coaster,Dammam,Toyota,Manual,Saudi,Standard,2014,3.0,195000,False,75000
3416,Taurus,Jeddah,Ford,Automatic,Saudi,Full,2015,6.3,113220,False,82500
3417,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,281,False,65000
3418,Accord,Jeddah,Honda,Automatic,Saudi,Full,2012,3.5,225000,False,32000
3419,Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,18000,False,77000
3422,Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.4,173588,False,36500
3423,Duster,Dammam,Renault,Automatic,Saudi,Standard,2016,2.0,157000,False,18000
3424,LX,Makkah,Lexus,Automatic,Saudi,Full,2012,5.7,309,False,150000
3425,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014,2.4,290000,False,40000
3426,Cruze,Jeddah,Chevrolet,Automatic,Other,Full,2016,1.6,136000,False,25000
3429,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,1.4,90000,False,165000
3430,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2016,6.2,152000,False,122000
3431,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,49000,False,65000
3432,Traverse,Riyadh,Chevrolet,Automatic,Missing,Standard,2014,3.6,195000,False,42000
3436,Victoria,Makkah,Ford,Automatic,Other,Semi Full,2011,4.6,150000,False,38000
3437,Avalon,Makkah,Toyota,Automatic,Saudi,Full,2011,3.5,150000,False,58000
3438,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,2.0,87000,False,175000
3440,Corolla,Aseer,Toyota,Automatic,Saudi,Standard,2017,1.6,110,False,46000
3441,Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,False,42000
3442,Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,140000,False,125000
3443,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,145000,False,38000
3446,RX5,Riyadh,MG,Automatic,Saudi,Full,2020,2.0,7855,False,65500
3448,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,109862,False,59500
3450,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,78508,False,65000
3455,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,3.6,145462,False,55000
3457,GS,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,287000,False,85000
3458,Datsun,Riyadh,Nissan,Automatic,Saudi,Semi Full,2016,2.7,109766,False,50500
3462,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,3.5,65000,False,76000
