,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
3465,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,80000,False,95000
3467,Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,192000,False,58000
3468,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,145000,False,63000
3469,APV,Dammam,Suzuki,Manual,Saudi,Standard,2016,1.6,329000,False,28000
3470,Victoria,Riyadh,Ford,Automatic,Saudi,Semi Full,2010,3.5,280000,False,26000
3471,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,223000,False,77000
3472,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,133000,False,48000
3473,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,20000,False,36000
3475,Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2014,1.5,375000,False,24000
3477,Escalade,Dammam,Cadillac,Automatic,Gulf Arabic,Semi Full,2016,6.2,130000,False,180000
3478,A6,Riyadh,Audi,Automatic,Saudi,Semi Full,2013,3.0,74924,False,71500
3479,Maxima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,3.5,180,False,40000
3483,Victoria,Najran,Ford,Automatic,Saudi,Full,2011,4.6,128,False,48000
3486,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,69000,False,28000
3487,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2020,2.7,50000,False,83000
3488,Cadenza,Tabouk,Kia,Automatic,Gulf Arabic,Full,2016,3.3,100,False,77000
3489,Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,False,95000
3490,Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2016,6.0,189000,False,57000
3492,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.5,33504,False,38000
3495,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,114000,False,32000
3498,Impala,Al-Ahsa,Chevrolet,Automatic,Other,Full,2015,3.6,169000,False,72000
3499,Ciocca,Qassim,Toyota,Automatic,Saudi,Semi Full,2014,1.6,28000,False,75000
3501,Pajero,Al-Medina,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,200,False,60000
3502,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,1.6,250000,False,22000
3504,FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,4.0,127000,False,117000
3505,The 5,Jeddah,BMW,Automatic,Saudi,Semi Full,2015,2.0,89000,False,80000
3506,Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2011,2.4,450,False,18000
3508,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,166,False,55000
3509,Silverado,Jubail,Chevrolet,Automatic,Saudi,Semi Full,2018,5.3,112000,False,77000
3510,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,68000,False,27000
3511,Datsun,Taef,Nissan,Manual,Other,Full,2015,2.4,261000,False,35000
3512,H6,Jeddah,HAVAL,Automatic,Saudi,Full,2020,2.0,2000,False,69000
3515,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2018,4.0,81499,False,123000
3517,Z370,Jazan,Nissan,Automatic,Saudi,Semi Full,2015,3.7,111075,False,80000
3518,Hiace,Jubail,Toyota,Manual,Saudi,Standard,2012,2.7,126000,False,35000
3519,Fusion,Riyadh,Ford,Automatic,Saudi,Standard,2016,2.5,107590,False,54500
3520,C,Dammam,Mercedes,Automatic,Other,Full,2015,2.0,82000,False,109000
3523,S,Riyadh,Mercedes,Automatic,Saudi,Full,2012,3.0,140000,False,95000
3524,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,3.6,170000,False,45000
3525,FJ,Hail,Toyota,Automatic,Saudi,Full,2014,9.0,308000,False,75000
3530,Land Cruiser,Sakaka,Toyota,Automatic,Saudi,Full,2014,4.6,310000,False,100000
3531,Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,2013,1.4,85000,False,16000
3534,Tahoe,Aseer,Chevrolet,Automatic,Saudi,Standard,2018,5.3,39000,False,147000
3535,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2012,4.6,250000,False,85000
3537,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,75000,False,70000
3538,Accord,Al-Ahsa,Honda,Automatic,Saudi,Semi Full,2019,1.5,11000,False,95800
3539,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,176000,False,24000
3540,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,91000,False,67000
3541,X-Trail,Dammam,Nissan,Automatic,Saudi,Semi Full,2017,2.5,99000,False,62000
3542,Other,Riyadh,Geely,Automatic,Saudi,Full,2017,1.4,45000,False,36000
3543,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,False,28500
3545,Elantra,Al-Medina,Hyundai,Automatic,Saudi,Standard,2019,1.6,84000,False,51000
3547,Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2020,1.6,58000,False,65000
3549,Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2014,5.7,120000,False,85000
3550,Impala,Aseer,Chevrolet,Automatic,Saudi,Standard,2016,3.5,139000,False,65000
3551,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,3.5,98530,False,56500
3553,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,80000,False,45000
3555,Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,2.5,63000,False,63000
3556,H6,Dammam,HAVAL,Automatic,Saudi,Semi Full,2020,2.0,5000,False,70000
3558,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2020,1.6,36000,False,53000
3560,Bus County,Riyadh,Hyundai,Manual,Saudi,Standard,2016,3.9,132852,False,85000
3562,Seltos,Riyadh,Kia,Automatic,Saudi,Semi Full,2021,1.6,10000,False,75000
3563,Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,348,False,22000
3567,Cerato,Al-Ahsa,Kia,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,False,37500
3568,Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,2.4,183000,False,70000
3569,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,3.5,3773,False,124500
3571,Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.4,2389,False,62000
3572,Sunny,Abha,Nissan,Manual,Other,Semi Full,2007,2.8,300020,False,15000
3573,Rav4,Dammam,Toyota,Automatic,Saudi,Standard,2018,2.5,134000,False,66000
3574,CT-S,Riyadh,Cadillac,Automatic,Saudi,Semi Full,2012,3.0,70000,False,50000
3575,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,176277,False,37000
3576,CS75,Riyadh,Changan,Automatic,Saudi,Full,2017,1.8,107000,False,37000
3577,H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,79237,False,58500
3578,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,2.7,258000,False,62000
3579,X,Riyadh,BMW,Automatic,Saudi,Full,2014,5.0,138000,False,105000
3580,Sportage,Al-Ahsa,Kia,Automatic,Saudi,Standard,2019,1.6,75000,False,60000
3581,Stinger,Dammam,Kia,Automatic,Saudi,Full,2020,3.3,7000,False,160000
3582,C300,Al-Ahsa,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,False,70000
3583,Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,3.5,30000,False,127000
3584,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2017,6.0,61339,False,155000
3585,Hilux,Khobar,Toyota,Manual,Gulf Arabic,Full,2016,2.7,106000,False,73000
3586,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,1.6,43000,False,54500
3587,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,4.6,106000,False,129000
3590,Land Cruiser,Tabouk,Toyota,Automatic,Other,Full,2003,4.6,225,False,35000
3591,Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.5,61760,False,42000
3594,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,6.2,20000,False,56000
3598,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2018,2.7,224000,False,85000
3599,Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2010,6.0,35000,False,160000
3600,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2012,3.6,147000,False,25000
3601,GS,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,1.0,69000,False,163000
3603,Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,66000,False,29000
3604,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,79159,False,75000
3605,CX5,Khobar,Mazda,Automatic,Saudi,Full,2021,2.5,845,False,129000
3606,ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,200000,False,75000
3607,Mustang,Jeddah,Ford,Manual,Other,Full,2004,4.6,172,False,35000
3609,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,70900,False,40000
3610,Rio,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.4,144024,False,27500
3611,Hilux,Qurayyat,Toyota,Manual,Gulf Arabic,Full,2016,1.6,120,False,60000
3612,Caprice,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2008,3.5,255000,False,25000
3614,X-Terra,Qassim,Nissan,Automatic,Saudi,Full,2013,4.0,95000,False,61000
3615,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2007,5.6,257000,False,35000
3617,CS35 Plus,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,64355,False,60000
3618,SRT,Hafar Al-Batin,Chrysler,Automatic,Saudi,Full,2015,6.4,200,False,115000
3620,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,95000,False,93000
3621,Mustang,Riyadh,Ford,Manual,Saudi,Semi Full,2010,4.0,169000,False,50000
3624,Expedition,Riyadh,Ford,Automatic,Other,Standard,2013,1.4,190000,False,47000
3625,The 7,Al-Medina,BMW,Automatic,Saudi,Semi Full,2008,2.0,176000,False,26000
3626,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,False,29000
3627,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018,3.5,75000,False,96000
3629,CLA,Riyadh,Mercedes,Automatic,Saudi,Full,2017,2.0,103000,False,110000
3630,Fusion,Dammam,Ford,Automatic,Other,Semi Full,2012,2.5,300000,False,18000
3633,Elantra,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2015,2.0,250000,False,32000
3634,Sonata,Qassim,Hyundai,Automatic,Other,Full,2017,2.0,42157,False,55000
3636,Malibu,Makkah,Chevrolet,Automatic,Saudi,Full,2014,2.6,138,False,27000
3637,Rio,Makkah,Kia,Automatic,Saudi,Standard,2016,1.6,80000,False,25000
3639,Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,250000,False,30000
3642,Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,89000,False,80000
3644,Taurus,Khobar,Ford,Automatic,Other,Full,2010,3.5,254000,False,35000
3645,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2017,2.5,120500,False,50000
3646,Prado,Khobar,Toyota,Automatic,Saudi,Standard,2011,4.0,263000,False,55000
3650,Rush,Makkah,Toyota,Automatic,Saudi,Semi Full,2021,1.5,10000,False,55000
3651,Victoria,Dammam,Ford,Automatic,Saudi,Semi Full,2015,4.6,130000,False,70000
3652,Land Cruiser Pickup,Al-Medina,Toyota,Manual,Saudi,Standard,2014,6.0,192000,False,73000
3653,Focus,Riyadh,Ford,Automatic,Saudi,Standard,2014,1.5,75000,False,21000
3654,Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,3.0,175000,False,72000
3657,Hilux,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,95000,False,85000
3658,Land Cruiser Pickup,Jeddah,Toyota,Manual,Saudi,Full,2019,4.0,67000,False,95000
3659,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,194814,False,55000
3660,The 5,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2020,1.9,7800,False,177000
3664,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2017,2.7,100000,False,90000
3665,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,False,107000
3666,Eado,Jeddah,Changan,Automatic,Saudi,Full,2021,1.6,1000,False,60000
3667,ES,Al-Namas,Lexus,Automatic,Saudi,Full,2007,3.5,250000,False,25000
3668,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2018,3.5,65000,False,122000
3673,Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018,3.6,52000,False,75000
3674,Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,86000,False,54000
3678,C300,Jeddah,Chrysler,Automatic,Saudi,Full,2005,5.7,300000,False,20000
3679,Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,133000,False,18500
3680,Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,203000,False,32000
3681,Challenger,Dammam,Dodge,Automatic,Other,Full,2018,4.5,90000,False,113000
3682,D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,203957,False,68500
3683,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2017,5.7,55000,False,153000
3684,Sierra,Al-Ahsa,GMC,Automatic,Saudi,Standard,2011,5.3,272000,False,41000
3688,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,245743,False,65000
3689,K5,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2021,2.5,12000,False,94000
3690,Accord,Riyadh,Honda,Automatic,Saudi,Standard,2012,1.0,251000,False,38000
3693,Furniture,Taef,Toyota,Automatic,Saudi,Full,2016,4.0,235000,False,85000
3694,X-Trail,Qassim,Nissan,Automatic,Saudi,Full,2018,2.5,86500,False,74000
3695,Patrol,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,93000,False,83000
3697,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56400,False,38000
3698,Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,350000,False,50000
3700,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,57000,False,35000
3703,Armada,Jeddah,Nissan,Automatic,Saudi,Full,2012,5.6,138000,False,60000
3705,Charger,Yanbu,Dodge,Automatic,Saudi,Full,2013,5.7,144000,False,59000
3706,Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2018,3.6,99288,False,84500
3708,Maxima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,1.0,121000,False,64000
3709,Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2012,2.7,127000,False,65000
3710,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,194000,False,80000
3712,6,Jubail,Mazda,Automatic,Gulf Arabic,Semi Full,2015,2.0,278,False,40000
3714,CX9,Jeddah,Mazda,Automatic,Saudi,Standard,2020,2.5,20000,False,115000
3717,Blazer,Jubail,Chevrolet,Automatic,Saudi,Standard,2015,3.6,180000,False,40000
3718,H1,Jeddah,Hyundai,Automatic,Saudi,Full,2014,2.4,146000,False,40000
3719,Sorento,Riyadh,Kia,Automatic,Saudi,Standard,2015,3.3,94283,False,55500
3721,H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,129000,False,55000
3722,Expedition,Khobar,Ford,Automatic,Saudi,Standard,2014,5.4,243500,False,45000
3724,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2014,1.6,135000,False,18000
3730,Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.4,40000,False,55000
3734,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2018,6.0,168000,False,150000
3736,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,17000,False,35000
3746,Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,56000,False,71000
3748,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,2.4,161000,False,55000
3749,Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,3.5,89000,False,62000
3753,Sorento,Dammam,Kia,Manual,Saudi,Full,2006,3.5,257000,False,15000
3754,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.7,85218,False,64000
3755,X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,331612,False,46000
3757,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2019,3.3,73000,False,65000
3758,IS,Dammam,Lexus,Automatic,Other,Full,2016,3.5,96000,False,108000
3761,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.4,220000,False,43000
3762,Datsun,Jeddah,Nissan,Manual,Saudi,Semi Full,2015,2.0,130000,False,32000
3763,CT4,Jeddah,Cadillac,Automatic,Saudi,Semi Full,2020,3.7,5800,False,155000
3764,Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,78000,False,135000
3766,Dokker,Riyadh,Renault,Manual,Saudi,Standard,2018,1.6,88000,False,30000
3768,Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.4,43000,False,135000
3769,Camry,Tabouk,Toyota,Manual,Gulf Arabic,Full,2010,1.8,370,False,25000
3770,Sorento,Riyadh,Kia,Automatic,Saudi,Full,2016,3.3,116000,False,53000
3771,Bus County,Jeddah,Hyundai,Manual,Saudi,Full,2016,3.0,44000,False,97000
3774,Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,142000,False,18500
3779,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,98000,False,26000
3780,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,62400,False,40000
3781,Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,False,39000
3782,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,106377,False,69500
3783,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103461,False,30000
3784,Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2017,2.5,95000,False,78000
3786,Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59200,False,76500
3787,Prado,Jubail,Toyota,Automatic,Saudi,Full,2015,1.6,55000,False,130000
3790,Sonata,Dammam,Hyundai,Automatic,Saudi,Standard,2017,2.4,109191,False,54000
3794,Accord,Riyadh,Honda,Automatic,Saudi,Standard,2017,1.0,63000,False,88000
3795,Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,79000,False,122000
3798,Expedition,Dammam,Ford,Automatic,Saudi,Standard,2012,5.4,182000,False,42500
3799,Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014,2.7,157,False,80000
3800,G80,Riyadh,Genesis,Automatic,Saudi,Standard,2018,3.8,52329,False,93500
3801,C,Riyadh,Mercedes,Automatic,Other,Semi Full,2015,2.0,187000,False,94000
3805,Marquis,Al-Medina,Ford,Automatic,Other,Full,2011,4.0,327000,False,26000
3806,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.5,193265,False,26500
3808,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,98659,False,27500
3809,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,229507,False,35500
3812,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,74522,False,79500
3814,Sonata,Qurayyat,Hyundai,Automatic,Other,Full,2015,2.0,110000,False,43000
3817,Victoria,Al-Ahsa,Ford,Automatic,Other,Semi Full,2011,4.6,230,False,28000
3819,Navigator,Aseer,Lincoln,Automatic,Saudi,Full,2011,5.4,200000,False,60000
3820,Seltos,Riyadh,Kia,Automatic,Saudi,Semi Full,2020,1.6,4800,False,73000
3821,Quattroporte,Dammam,Maserati,Automatic,Saudi,Full,2015,3.0,125000,False,125000
3822,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,33613,False,40000
3823,CC,Al-Ahsa,Volkswagen,Automatic,Saudi,Full,2012,2.0,210000,False,27000
3825,Datsun,Makkah,Nissan,Manual,Other,Standard,2008,2.4,180,False,30000
3827,6,Dammam,Mazda,Automatic,Saudi,Standard,2017,2.5,175000,False,50000
3829,Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014,2.0,119000,False,33000
3830,ASX,Riyadh,Mitsubishi,Automatic,Saudi,Full,2020,2.0,22000,False,67000
3832,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2018,5.0,26000,False,170000
3833,Carens,Jeddah,Kia,Automatic,Saudi,Semi Full,2015,1.6,37000,False,33000
3837,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014,2.4,230000,False,61000
3839,Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2005,5.7,160,False,45000
3841,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,30000,False,46000
3842,C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,34000,False,80000
3843,Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,151000,False,37000
3845,Prado,Riyadh,Toyota,Automatic,Saudi,Full,2014,4.0,314000,False,95000
3847,E,Jeddah,Mercedes,Automatic,Other,Full,2015,2.2,127000,False,85000
3848,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Semi Full,2013,8.7,177,False,88000
3851,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,138000,False,31000
3853,Taurus,Yanbu,Ford,Automatic,Other,Semi Full,2016,3.5,125000,False,67000
3854,Elantra,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,35000,False,63500
3856,Camry,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,75000,False,73000
3857,Sierra,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,334,False,45000
3861,Other,Riyadh,Honda,Manual,Saudi,Semi Full,2005,4.0,100,False,20000
3865,Sierra,Dammam,GMC,Automatic,Saudi,Full,2011,6.2,165000,False,65000
3866,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,209000,False,57000
3868,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,180000,False,70000
3869,Maxima,Riyadh,Nissan,Automatic,Gulf Arabic,Full,2010,3.0,280000,False,22000
3871,Elantra,Riyadh,Hyundai,Automatic,Other,Full,2021,2.0,3000,False,90000
3872,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Standard,2015,2.4,127000,False,102000
3873,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,False,105000
3874,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,47286,False,49000
3877,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2017,4.6,200000,False,180000
3885,Land Cruiser,Dammam,Toyota,Manual,Gulf Arabic,Full,2019,4.6,74000,False,180000
3886,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,67000,False,90000
3888,IS,Jazan,Lexus,Automatic,Saudi,Full,2017,3.5,69000,False,150000
3889,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,250000,False,58000
3890,Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2016,3.5,118000,False,65000
3891,Charger,Aseer,Dodge,Automatic,Saudi,Full,2018,5.7,85000,False,130000
3895,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2006,5.0,220000,False,30000
3897,XT5,Riyadh,Cadillac,Automatic,Saudi,Standard,2017,3.6,24000,False,130000
3898,Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2013,5.3,289000,False,55000
3899,XT5,Riyadh,Cadillac,Automatic,Saudi,Full,2017,3.6,183000,False,108000
3900,Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,2.0,105000,False,85000
3901,Hilux,Dammam,Toyota,Manual,Saudi,Full,2017,2.7,62000,False,87000
3903,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,72000,False,75000
3904,Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,240000,False,35000
3905,G80,Jeddah,Genesis,Automatic,Saudi,Semi Full,2017,3.8,240000,False,80000
3907,6,Jeddah,Mazda,Automatic,Saudi,Standard,2018,2.5,198,False,55000
3910,Ciocca,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2016,5.7,390,False,90000
3911,Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,3.5,192000,False,65000
3912,Corolla,Jeddah,Toyota,Automatic,Other,Semi Full,2017,1.6,75000,False,55000
3916,A6,Jeddah,Audi,Automatic,Saudi,Full,2016,3.0,77000,False,90000
3917,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,97000,False,135000
3921,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,215000,False,28000
3922,Acadia,Riyadh,GMC,Automatic,Saudi,Full,2008,3.6,220000,False,20000
3923,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018,3.5,100000,False,89000
3924,KICKS,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,28000,False,58000
3925,Yukon,Dammam,GMC,Automatic,Saudi,Standard,2014,5.3,92000,False,90000
3926,Tuscani,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,95000,False,55000
3927,Grand Cherokee,Al-Medina,Jeep,Automatic,Saudi,Full,2015,5.7,215000,False,65000
3930,Rio,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.4,138000,False,30000
3934,Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,159,False,33000
3935,Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Standard,2015,3.6,148,False,69500
3939,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87042,False,29500
3941,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,False,35000
3944,A,Jeddah,Mercedes,Automatic,Saudi,Standard,2020,2.0,10770,False,165000
3945,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.4,115,False,22500
3946,Innova,Jazan,Toyota,Automatic,Saudi,Full,2017,2.4,167000,False,70000
3947,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,24000,False,106000
3950,Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,53811,False,29500
3952,Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2018,2.0,142,False,52000
3954,4Runner,Jeddah,Toyota,Automatic,Saudi,Full,2018,6.1,115150,False,95000
3955,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.7,200000,False,57000
3956,Camry,Qassim,Toyota,Automatic,Saudi,Full,2012,2.5,265000,False,32000
3957,Creta,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.6,65357,False,55000
3958,ATS,Riyadh,Cadillac,Automatic,Gulf Arabic,Full,2018,2.0,51000,False,125000
3963,Expedition,Tabouk,Ford,Automatic,Saudi,Semi Full,2007,3.5,241271,False,25000
3967,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,78000,False,36000
3968,Land Cruiser 70,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2019,4.0,131592,False,116000
